"","month","dow","hour","num_trips","trip_dur","age"
"1419",9,4,2,54,18.37,37.31
"1420",9,4,3,27,291.46,33.56
"1421",9,4,4,61,12.43,33.98
"1422",9,4,5,409,19.78,31.89
"1423",9,4,6,1388,12.24,36.14
"1424",9,4,7,3981,13.43,34.79
"1425",9,4,8,5950,13.35,33.6
"1426",9,4,9,2973,14.18,33.31
"1427",9,4,10,1770,16.68,33.84
"1428",9,4,11,1878,16.53,34.4
"1429",9,4,12,2259,14.91,34.04
"1430",9,4,13,2039,37.81,34.03
"1431",9,4,14,2160,22.47,34.23
"1432",9,4,15,2556,24.97,35.1
"1433",9,4,16,4632,17.28,35.46
"1434",9,4,17,6609,17.2,33.66
"1435",9,4,18,4672,17.48,32.36
"1436",9,4,19,3134,23.88,31.35
"1437",9,4,20,2073,23.06,30.83
"1438",9,4,21,1686,15.37,30.85
"1439",9,4,22,1037,52.08,31.13
"1440",9,4,23,574,15.17,31.47
"1441",9,5,0,245,111.82,31.84
"1442",9,5,1,130,14.93,32.34
"1443",9,5,2,64,19.39,37.42
"1444",9,5,3,29,65.96,37.86
"1445",9,5,4,46,12.77,33.76
"1446",9,5,5,357,48.88,32.9
"1447",9,5,6,1333,33.08,35.54
"1448",9,5,7,3747,12.85,34.8
"1449",9,5,8,5154,13.75,33.58
"1450",9,5,9,2789,12.9,33.74
"1451",9,5,10,1679,16.03,33.52
"1452",9,5,11,1778,33.63,33.6
"1453",9,5,12,2196,29.87,33.53
"1454",9,5,13,2090,14.51,34.6
"1455",9,5,14,2131,19.17,33.97
"1456",9,5,15,2716,19.33,35.28
"1457",9,5,16,4663,21.15,35.36
"1458",9,5,17,5748,20.8,34.11
"1459",9,5,18,4131,17.08,32.48
"1460",9,5,19,2640,14.31,31.21
"1461",9,5,20,1916,17.64,30.74
"1462",9,5,21,1553,19.84,31.31
"1463",9,5,22,1012,17.69,31.36
"1464",9,5,23,595,14.37,31.32
"1465",9,6,0,367,22.69,30.8
"1466",9,6,1,186,19.66,32.15
"1467",9,6,2,125,25.03,33.33
"1468",9,6,3,41,18.92,35.85
"1469",9,6,4,71,18.59,31.72
"1470",9,6,5,334,12.96,32.66
"1471",9,6,6,1127,12.23,35.59
"1472",9,6,7,3142,13.81,34.7
"1473",9,6,8,5333,13.57,33.86
"1474",9,6,9,3035,14.32,33.14
"1475",9,6,10,2030,18.66,33.94
"1476",9,6,11,2369,20.05,34.28
"1477",9,6,12,2717,18.16,34.31
"1478",9,6,13,2683,19.04,34.26
"1479",9,6,14,2775,37.09,34.26
"1480",9,6,15,3537,27.06,34.82
"1481",9,6,16,5110,20.75,34.7
"1482",9,6,17,6203,20.09,33.73
"1483",9,6,18,4588,18.5,32.61
"1484",9,6,19,2843,20.15,31.23
"1485",9,6,20,1865,14.69,31
"1486",9,6,21,1486,31.05,31.64
"1487",9,6,22,1408,29.2,31.72
"1488",9,6,23,958,24.53,31.52
"1489",9,7,0,679,18.7,31.2
"1490",9,7,1,570,32.46,32.46
"1491",9,7,2,282,35.59,32.69
"1492",9,7,3,97,21.92,31.52
"1493",9,7,4,72,175.59,31.28
"1494",9,7,5,75,29.42,34.09
"1495",9,7,6,204,17.69,33.3
"1496",9,7,7,539,16.29,33.23
"1497",9,7,8,1083,18.32,33.15
"1498",9,7,9,1727,20.05,33.79
"1499",9,7,10,2339,27.91,33.23
"1500",9,7,11,3053,35.62,33.87
"1501",9,7,12,3467,23.49,33.82
"1502",9,7,13,3445,31.69,33.69
"1503",9,7,14,2973,29.56,33.92
"1504",9,7,15,3367,43.3,33.77
"1505",9,7,16,3561,54.69,34.32
"1506",9,7,17,3611,27.59,33.62
"1507",9,7,18,3540,33.7,33.19
"1508",9,7,19,2587,44.74,32.97
"1509",9,7,20,1908,40.78,31.93
"1510",9,7,21,1576,29.65,31.48
"1511",9,7,22,1201,31,31.83
"1512",9,7,23,930,58.8,31.46
"1513",10,1,0,671,21.09,31.52
"1514",10,1,1,631,108.33,31.95
"1515",10,1,2,360,47.33,33.91
"1516",10,1,3,104,31.61,31.54
"1517",10,1,4,65,92.77,31.22
"1518",10,1,5,85,20.77,31.67
"1519",10,1,6,183,20.64,32.93
"1520",10,1,7,331,20.96,34.31
"1521",10,1,8,772,21.18,34.11
"1522",10,1,9,1264,21.96,34.07
"1523",10,1,10,1819,24.55,34.41
"1524",10,1,11,2128,32.78,33.33
"1525",10,1,12,2480,25.46,33.69
"1526",10,1,13,2515,24.8,33.53
"1527",10,1,14,2520,26.08,34.29
"1528",10,1,15,2527,51.28,33.66
"1529",10,1,16,2526,22.73,33.52
"1530",10,1,17,2380,32.82,32.99
"1531",10,1,18,1928,19.31,30.78
"1532",10,1,19,1371,15.79,30.03
"1533",10,1,20,1090,19.91,29.56
"1534",10,1,21,862,13.99,31.18
"1535",10,1,22,683,16.75,30.24
"1536",10,1,23,406,101.16,29.67
"1537",10,2,0,235,109.67,31.97
"1538",10,2,1,131,17.32,32.34
"1539",10,2,2,84,181.05,32.93
"1540",10,2,3,41,106.82,35.39
"1541",10,2,4,75,20.19,32.15
"1542",10,2,5,312,12.29,33.53
"1543",10,2,6,841,12.13,35.98
"1544",10,2,7,2641,12.64,34.88
"1545",10,2,8,4928,15.37,33.67
"1546",10,2,9,2528,14.6,33.27
"1547",10,2,10,1596,17.27,33.39
"1548",10,2,11,1664,18.31,33.97
"1549",10,2,12,1974,17.22,33.36
"1550",10,2,13,1917,31.11,34.15
"1551",10,2,14,2004,20.38,34.17
"1552",10,2,15,2280,18.94,34.92
"1553",10,2,16,3732,17.67,34.73
"1554",10,2,17,5629,18.38,33.59
"1555",10,2,18,3816,14.83,31.9
"1556",10,2,19,2345,18.57,30.63
"1557",10,2,20,1509,14.11,30.74
"1558",10,2,21,999,12.93,30.32
"1559",10,2,22,615,16.49,30.54
"1560",10,2,23,316,12.81,29.25
"1561",10,3,0,253,20.4,30.12
"1562",10,3,1,115,13.52,31.59
"1563",10,3,2,88,62.13,36.59
"1564",10,3,3,41,19.68,40.73
"1565",10,3,4,68,32.06,33.15
"1566",10,3,5,441,13.47,33.87
"1567",10,3,6,1187,11.76,35.14
"1568",10,3,7,3583,12.85,34.72
"1569",10,3,8,6484,13.1,33.53
"1570",10,3,9,3375,15.38,32.63
"1571",10,3,10,2026,19.8,33.26
"1572",10,3,11,2010,15.8,33.95
"1573",10,3,12,2331,25.23,33.55
"1574",10,3,13,2375,18.74,33.08
"1575",10,3,14,2398,14.74,34.01
"1576",10,3,15,2907,15.22,34.76
"1577",10,3,16,5097,14.28,35.37
"1578",10,3,17,7827,18.51,33.84
"1579",10,3,18,5174,14.56,32.13
"1580",10,3,19,3124,14.19,30.6
"1581",10,3,20,2259,21.14,30.59
"1582",10,3,21,1663,22.77,30.73
"1583",10,3,22,1075,25.95,30.82
"1584",10,3,23,603,16.37,30.64
"1585",10,4,0,274,38.72,30.65
"1586",10,4,1,125,91.09,33.04
"1587",10,4,2,98,112.17,32.32
"1588",10,4,3,34,15.2,33.35
"1589",10,4,4,75,14.42,30.57
"1590",10,4,5,434,16.15,33.43
"1591",10,4,6,1272,11.73,35.77
"1592",10,4,7,3697,16.93,34.54
"1593",10,4,8,6150,14.54,33.39
"1594",10,4,9,3525,15.12,33.02
"1595",10,4,10,2034,13.84,33
"1596",10,4,11,2153,20.82,33.71
"1597",10,4,12,2224,13.97,33.4
"1598",10,4,13,2201,17.87,33.75
"1599",10,4,14,2085,17.48,33.96
"1600",10,4,15,2464,14.66,34.67
"1601",10,4,16,4122,15.19,34.97
"1602",10,4,17,5553,15.91,33.59
"1603",10,4,18,3843,13.35,31.49
"1604",10,4,19,2634,13.05,30.43
"1605",10,4,20,1905,14.28,30.47
"1606",10,4,21,1401,23.81,30.05
"1607",10,4,22,889,14.49,30
"1608",10,4,23,495,14.46,30.43
"1609",10,5,0,259,62.22,30.39
"1610",10,5,1,134,17.15,30.61
"1611",10,5,2,88,38.07,33.91
"1612",10,5,3,40,20.85,33.6
"1613",10,5,4,59,11.15,34.56
"1614",10,5,5,372,11.76,33.77
"1615",10,5,6,1053,12,35.01
"1616",10,5,7,3326,12.97,34.82
"1617",10,5,8,6086,13.02,33.42
"1618",10,5,9,3125,13.07,33.26
"1619",10,5,10,1836,52.51,32.84
"1620",10,5,11,1848,47.74,33.78
"1621",10,5,12,1971,23.04,33.04
"1622",10,5,13,1958,15.93,33.07
"1623",10,5,14,1977,18.38,33.31
"1624",10,5,15,2700,16.37,34.95
"1625",10,5,16,4558,14.68,35.29
"1626",10,5,17,6619,14.99,33.48
"1627",10,5,18,4649,13.81,32.14
"1628",10,5,19,2977,20.05,31.16
"1629",10,5,20,2133,12.91,30.47
"1630",10,5,21,1533,43.67,30.77
"1631",10,5,22,1152,30.61,30.36
"1632",10,5,23,705,13.71,30.6
"1633",10,6,0,297,16.64,30.45
"1634",10,6,1,220,24.43,29.99
"1635",10,6,2,81,13.07,33.02
"1636",10,6,3,42,17.22,34
"1637",10,6,4,49,25.83,28.39
"1638",10,6,5,264,91.52,33.14
"1639",10,6,6,813,11.51,34.65
"1640",10,6,7,2612,25.02,35.01
"1641",10,6,8,4853,12.78,33.28
"1642",10,6,9,2860,13.26,32.97
"1643",10,6,10,1749,19.36,33.59
"1644",10,6,11,1946,14.09,33.35
"1645",10,6,12,1952,29.23,33.26
"1646",10,6,13,1867,21.61,33.78
"1647",10,6,14,1809,22.09,34.16
"1648",10,6,15,2370,15.97,34.38
"1649",10,6,16,3605,35.98,34
"1650",10,6,17,4485,18.56,33.53
"1651",10,6,18,2908,16.25,32.2
"1652",10,6,19,1863,14.17,30.54
"1653",10,6,20,1234,14.38,30.43
"1654",10,6,21,1000,18.82,30.79
"1655",10,6,22,853,65.02,30.64
"1656",10,6,23,611,22.24,30.83
"1657",10,7,0,470,25.49,30.87
"1658",10,7,1,371,58.03,32.16
"1659",10,7,2,229,49,29.96
"1660",10,7,3,74,21.4,29.7
"1661",10,7,4,44,136.52,32.61
"1662",10,7,5,77,21.39,34.44
"1663",10,7,6,143,12.56,32.22
"1664",10,7,7,420,15.51,33.4
"1665",10,7,8,884,14.28,32.23
"1666",10,7,9,1347,17.22,33.34
"1667",10,7,10,1943,26.34,33.82
"1668",10,7,11,2457,21.29,33.57
"1669",10,7,12,3010,29.42,33.65
"1670",10,7,13,3038,26.17,33.47
"1671",10,7,14,3227,28.29,34.22
"1672",10,7,15,3367,25.39,34.17
"1673",10,7,16,3318,30.3,33.55
"1674",10,7,17,3071,52.78,32.47
"1675",10,7,18,2494,20.05,31.73
"1676",10,7,19,1741,19.65,31.1
"1677",10,7,20,1289,17.29,30.75
"1678",10,7,21,1145,15.22,30.3
"1679",10,7,22,996,48.34,30.85
"1680",10,7,23,744,19.52,30.95
"1681",11,1,0,401,28.86,30.57
"1682",11,1,1,329,30.24,31.22
"1683",11,1,2,215,329.74,30.57
"1684",11,1,3,57,16.05,29.72
"1685",11,1,4,38,18.07,33.66
"1686",11,1,5,66,22.4,33.52
"1687",11,1,6,136,14.69,35.7
"1688",11,1,7,228,21.36,34.88
"1689",11,1,8,577,14.88,32.41
"1690",11,1,9,836,16.7,31.65
"1691",11,1,10,1239,17.74,31.76
"1692",11,1,11,1469,22.4,32.1
"1693",11,1,12,1559,26.77,31.97
"1694",11,1,13,1674,47.01,32.6
"1695",11,1,14,1553,51.03,32.34
"1696",11,1,15,1597,21.13,32.05
"1697",11,1,16,1476,19.02,31.5
"1698",11,1,17,1172,17.99,29.89
"1699",11,1,18,1001,12.33,29.09
"1700",11,1,19,842,13.43,29.64
"1701",11,1,20,726,11.34,28.53
"1702",11,1,21,527,157.76,29.06
"1703",11,1,22,407,12.4,29.38
"1704",11,1,23,308,13.94,29.46
"1705",11,2,0,158,13.43,31.71
"1706",11,2,1,97,16.12,31.45
"1707",11,2,2,58,19.01,35.67
"1708",11,2,3,29,19.5,36.86
"1709",11,2,4,41,16.17,35.15
"1710",11,2,5,227,11.79,34.33
"1711",11,2,6,721,11.27,35.27
"1712",11,2,7,2273,12.68,34.85
"1713",11,2,8,3851,15.1,33.52
"1714",11,2,9,2075,15.04,33.39
"1715",11,2,10,1298,13.26,33
"1716",11,2,11,1315,28.8,33.11
"1717",11,2,12,1367,13.83,33.37
"1718",11,2,13,1216,14.68,34.29
"1719",11,2,14,1279,18.46,32.98
"1720",11,2,15,1440,59.29,34.41
"1721",11,2,16,2451,14.18,34.78
"1722",11,2,17,3243,13.91,33.51
"1723",11,2,18,2594,18.4,31.86
"1724",11,2,19,1656,17.29,29.87
"1725",11,2,20,1100,11.32,30.15
"1726",11,2,21,909,13.15,30.13
"1727",11,2,22,619,12.49,29.95
"1728",11,2,23,293,12.29,30.68
"1729",11,3,0,153,12.44,29.54
"1730",11,3,1,60,410.05,32.55
"1731",11,3,2,41,101.12,36.66
"1732",11,3,3,25,77.4,35.68
"1733",11,3,4,46,11.14,32.07
"1734",11,3,5,257,11.49,33.68
"1735",11,3,6,785,10.9,34.82
"1736",11,3,7,2304,12.5,34.95
"1737",11,3,8,4184,21.41,33.57
"1738",11,3,9,2125,11.87,33
"1739",11,3,10,1136,14.93,32.62
"1740",11,3,11,989,18.95,33.18
"1741",11,3,12,1019,15.22,33.39
"1742",11,3,13,918,13.67,33.86
"1743",11,3,14,934,14.56,33.88
"1744",11,3,15,1192,13.76,34.34
"1745",11,3,16,2329,14.36,34.98
"1746",11,3,17,3482,21.95,33.75
"1747",11,3,18,2606,14.11,32.14
"1748",11,3,19,1742,12.1,30.78
"1749",11,3,20,1150,64.45,30.55
"1750",11,3,21,905,11.87,30.51
"1751",11,3,22,549,16.61,30.09
"1752",11,3,23,321,11.19,30.46
"1753",11,4,0,148,13.54,32.06
"1754",11,4,1,95,13.05,33.03
"1755",11,4,2,55,39.43,38.69
"1756",11,4,3,24,12.17,33.46
"1757",11,4,4,35,13.97,34.71
"1758",11,4,5,229,10.23,33.75
"1759",11,4,6,805,13.12,35.45
"1760",11,4,7,2089,23.55,35.11
"1761",11,4,8,3843,14.81,33.6
"1762",11,4,9,1944,12.64,33.55
"1763",11,4,10,1036,12.43,32.55
"1764",11,4,11,1076,13.76,33.81
"1765",11,4,12,1231,31.9,32.9
"1766",11,4,13,1152,12.66,33.26
"1767",11,4,14,1206,19.28,34.01
"1768",11,4,15,1512,13.11,34.71
"1769",11,4,16,2168,12.6,35.5
"1770",11,4,17,2628,12.47,33.78
"1771",11,4,18,1908,12.21,31.45
"1772",11,4,19,1282,16.62,30.8
"1773",11,4,20,962,16.07,30.54
"1774",11,4,21,759,19.11,31.01
"1775",11,4,22,514,24.67,30.87
"1776",11,4,23,297,11.37,29.1
"1777",11,5,0,163,15.03,32.67
"1778",11,5,1,144,174.22,31.72
"1779",11,5,2,57,14.8,33.21
"1780",11,5,3,12,16.37,36.83
"1781",11,5,4,35,12.54,35.8
"1782",11,5,5,195,11.52,34.09
"1783",11,5,6,572,11.33,34.96
"1784",11,5,7,1864,15.45,35.61
"1785",11,5,8,3311,14.87,33.8
"1786",11,5,9,1787,12.37,33.2
"1787",11,5,10,1031,16.83,33.38
"1788",11,5,11,1107,13.73,33.55
"1789",11,5,12,1190,16.48,33.26
"1790",11,5,13,1162,14.78,33.82
"1791",11,5,14,1268,20.83,32.81
"1792",11,5,15,1417,48.2,34.71
"1793",11,5,16,1897,12.47,35.26
"1794",11,5,17,2294,14,33.46
"1795",11,5,18,1631,17.33,31.48
"1796",11,5,19,1132,11.42,30.41
"1797",11,5,20,789,11.58,30.42
"1798",11,5,21,700,24.77,30.63
"1799",11,5,22,508,57.24,30.16
"1800",11,5,23,291,13.55,28.64
"1801",11,6,0,301,43.33,31.68
"1802",11,6,1,157,15.24,31.68
"1803",11,6,2,130,16.25,31.3
"1804",11,6,3,39,18.78,36.54
"1805",11,6,4,41,31.9,35.39
"1806",11,6,5,195,35.8,32.07
"1807",11,6,6,690,47.14,34.29
"1808",11,6,7,2252,13.47,34.59
"1809",11,6,8,4295,13.46,33.55
"1810",11,6,9,2456,28.46,33.02
"1811",11,6,10,1580,13.48,33.19
"1812",11,6,11,1719,19.82,33.07
"1813",11,6,12,1815,26.33,32.87
"1814",11,6,13,1837,20.58,33.45
"1815",11,6,14,1623,16.82,33.57
"1816",11,6,15,1993,16.2,33.99
"1817",11,6,16,3105,15.82,34.26
"1818",11,6,17,3744,15.99,33.3
"1819",11,6,18,2405,15.21,31.35
"1820",11,6,19,1665,31.05,30.3
"1821",11,6,20,1042,13.58,30.46
"1822",11,6,21,919,14.77,30.3
"1823",11,6,22,706,32.53,31.55
"1824",11,6,23,500,31.08,30.61
"1825",11,7,0,429,19.88,30.77
"1826",11,7,1,333,52.6,30.57
"1827",11,7,2,208,33.23,31.09
"1828",11,7,3,85,28.49,31.87
"1829",11,7,4,48,20.91,32.79
"1830",11,7,5,59,18.22,29.75
"1831",11,7,6,145,11.17,32.45
"1832",11,7,7,348,16.14,33.32
"1833",11,7,8,682,38.79,32.73
"1834",11,7,9,1165,14.44,32.04
"1835",11,7,10,1604,16.88,33.19
"1836",11,7,11,2059,18.44,32.32
"1837",11,7,12,2203,41.9,32.53
"1838",11,7,13,2392,18.08,31.95
"1839",11,7,14,2360,19.99,32.87
"1840",11,7,15,2422,19.65,32.71
"1841",11,7,16,2024,51.76,33.09
"1842",11,7,17,1682,25.54,30.73
"1843",11,7,18,1543,14.78,30.49
"1844",11,7,19,1197,19.95,29.79
"1845",11,7,20,865,15.67,29.37
"1846",11,7,21,849,14.81,29.49
"1847",11,7,22,725,28.06,30.82
"1848",11,7,23,573,84.5,30.64
"1849",12,1,0,214,14.34,32.92
"1850",12,1,1,183,72.87,31.43
"1851",12,1,2,106,62.56,33.36
"1852",12,1,3,38,14.43,35.11
"1853",12,1,4,27,84.91,26.19
"1854",12,1,5,34,13.56,35.5
"1855",12,1,6,84,12.53,35.02
"1856",12,1,7,111,41.71,32.77
"1857",12,1,8,328,12.46,33.05
"1858",12,1,9,612,16.19,33.18
"1859",12,1,10,759,15.69,33.6
"1860",12,1,11,1049,32.7,32.21
"1861",12,1,12,1080,57.09,32.06
"1862",12,1,13,1103,20.39,32.59
"1863",12,1,14,1065,18.78,32.96
"1864",12,1,15,1024,18.04,33.21
"1865",12,1,16,893,14.44,31.87
"1866",12,1,17,692,17.26,30.8
"1867",12,1,18,568,12.86,30.5
"1868",12,1,19,454,11.46,30.68
"1869",12,1,20,364,85.88,31.31
"1870",12,1,21,268,11.48,31.39
"1871",12,1,22,212,18.52,31.27
"1872",12,1,23,113,169.82,31.48
"1873",12,2,0,88,18.87,31.24
"1874",12,2,1,51,28.05,35.27
"1875",12,2,2,36,23.44,38.03
"1876",12,2,3,17,12.81,32.12
"1877",12,2,4,33,545.34,33.67
"1878",12,2,5,147,11.01,33.71
"1879",12,2,6,352,10.94,35.77
"1880",12,2,7,879,12.78,35.88
"1881",12,2,8,1590,12.14,34.79
"1882",12,2,9,873,12.14,34.27
"1883",12,2,10,494,12.71,34.13
"1884",12,2,11,489,18.08,33.68
"1885",12,2,12,615,12.22,33.77
"1886",12,2,13,593,12.93,33.27
"1887",12,2,14,617,14.8,34.1
"1888",12,2,15,792,13.38,34.71
"1889",12,2,16,1311,18.46,36.49
"1890",12,2,17,1751,23.68,35.03
"1891",12,2,18,1136,12.85,32.72
"1892",12,2,19,745,12.13,31.18
"1893",12,2,20,486,33.04,30.03
"1894",12,2,21,414,14.43,30.84
"1895",12,2,22,263,13.7,30.38
"1896",12,2,23,158,11.59,33.49
"1897",12,3,0,84,38.41,35.58
"1898",12,3,1,45,19.51,30.82
"1899",12,3,2,29,148.54,32.97
"1900",12,3,3,28,16.05,40.21
"1901",12,3,4,29,13.02,32.21
"1902",12,3,5,129,12.18,34.02
"1903",12,3,6,316,14.85,36.03
"1904",12,3,7,838,14.53,35.13
"1905",12,3,8,1586,13.88,34.34
"1906",12,3,9,954,12.37,34.09
"1907",12,3,10,610,77.54,34.46
"1908",12,3,11,631,13.6,34.55
"1909",12,3,12,711,15.15,34.14
"1910",12,3,13,638,15.94,34.8
"1911",12,3,14,553,13.96,34.73
"1912",12,3,15,668,15.49,35.01
"1913",12,3,16,912,45.07,34.76
"1914",12,3,17,1180,13.51,33.58
"1915",12,3,18,1006,16.93,32.36
"1916",12,3,19,726,12.54,31.1
"1917",12,3,20,497,11.75,31.39
"1918",12,3,21,369,70.66,31.68
"1919",12,3,22,240,11.5,31.73
"1920",12,3,23,138,26.14,34.6
"1921",12,4,0,61,10.54,37.33
"1922",12,4,1,35,39.51,31.66
"1923",12,4,2,24,12.55,33.42
"1924",12,4,3,14,22.41,39.64
"1925",12,4,4,18,12.56,29.78
"1926",12,4,5,103,12.58,32.98
"1927",12,4,6,235,12.19,33.91
"1928",12,4,7,643,12.51,34.88
"1929",12,4,8,1362,13.87,34.48
"1930",12,4,9,846,12.74,34.33
"1931",12,4,10,456,26.82,34.45
"1932",12,4,11,480,14.26,33.8
"1933",12,4,12,582,39.51,32.56
"1934",12,4,13,566,13.98,33.67
"1935",12,4,14,624,14.13,33.91
"1936",12,4,15,745,44.33,35.2
"1937",12,4,16,1203,13.92,36.03
"1938",12,4,17,1751,15.4,35.04
"1939",12,4,18,1231,12.77,32.03
"1940",12,4,19,850,12.14,30.95
"1941",12,4,20,587,11.56,31.3
"1942",12,4,21,436,18.38,31.7
"1943",12,4,22,289,15.46,29.3
"1944",12,4,23,141,12.15,31.51
"1945",12,5,0,91,15.89,32.14
"1946",12,5,1,55,21.99,31.35
"1947",12,5,2,31,13.96,33.55
"1948",12,5,3,13,18.38,42.92
"1949",12,5,4,18,12.64,31.61
"1950",12,5,5,110,12.35,33
"1951",12,5,6,322,10.29,35.96
"1952",12,5,7,962,12.27,35.38
"1953",12,5,8,1926,12.25,34.53
"1954",12,5,9,1177,27.93,34.35
"1955",12,5,10,659,15.34,33.78
"1956",12,5,11,673,13.59,34.12
"1957",12,5,12,716,15.45,33.75
"1958",12,5,13,649,74.64,34.65
"1959",12,5,14,678,13.4,35.07
"1960",12,5,15,896,15.88,34.94
"1961",12,5,16,1382,23.98,36.44
"1962",12,5,17,1813,17.99,34.63
"1963",12,5,18,1293,12.68,32.63
"1964",12,5,19,879,18.21,32.19
"1965",12,5,20,597,12.66,31.59
"1966",12,5,21,404,25.54,32.16
"1967",12,5,22,311,11.43,30.5
"1968",12,5,23,213,14.53,32.02
"1969",12,6,0,117,12.54,31.11
"1970",12,6,1,75,15.41,33.23
"1971",12,6,2,58,18.7,36.93
"1972",12,6,3,19,12.92,32.84
"1973",12,6,4,21,23.19,30.38
"1974",12,6,5,117,12.34,33.76
"1975",12,6,6,285,13.08,36.8
"1976",12,6,7,896,20.22,35.45
"1977",12,6,8,1853,13.84,34.17
"1978",12,6,9,1074,11.39,33.54
"1979",12,6,10,706,11.45,33
"1980",12,6,11,740,18.59,35.4
"1981",12,6,12,864,19.26,34.38
"1982",12,6,13,873,20.97,34.29
"1983",12,6,14,774,29.61,34.77
"1984",12,6,15,882,58.27,36.07
"1985",12,6,16,1298,13.73,34.71
"1986",12,6,17,1488,28.4,34.57
"1987",12,6,18,940,48.6,32.19
"1988",12,6,19,584,13.95,32.21
"1989",12,6,20,410,96.9,31.11
"1990",12,6,21,345,83.6,30.68
"1991",12,6,22,306,20.77,32.6
"1992",12,6,23,219,15.74,33.17
"1993",12,7,0,162,14.93,31.75
"1994",12,7,1,132,14.62,30.77
"1995",12,7,2,74,33.94,35.16
"1996",12,7,3,30,131.43,34.57
"1997",12,7,4,17,25.74,41.88
"1998",12,7,5,28,10.64,32.25
"1999",12,7,6,57,42.28,34.25
"2000",12,7,7,101,69.47,32.58
"2001",12,7,8,248,13.81,32.48
"2002",12,7,9,371,13.72,32.17
"2003",12,7,10,509,16.38,33.66
"2004",12,7,11,692,16.14,32.72
"2005",12,7,12,864,15.39,32.42
"2006",12,7,13,846,33.35,33.25
"2007",12,7,14,889,16.78,32.45
"2008",12,7,15,941,52.84,33.3
"2009",12,7,16,746,42.54,32.38
"2010",12,7,17,681,23.19,32.26
"2011",12,7,18,647,20.22,31.08
"2012",12,7,19,541,42.4,29.92
"2013",12,7,20,411,54.75,29.65
"2014",12,7,21,344,52.42,30.53
"2015",12,7,22,321,17.2,30
"2016",12,7,23,234,16.07,31.56
